state,party4
louisiana,independent
texas,democrat
texas,democrat
washington,republican
oklahoma,republican
ohio,independent
florida,independent
michigan,democrat
north carolina,independent
kentucky,republican
pennsylvania,democrat
massachusetts,democrat
indiana,republican
delaware,independent
michigan,democrat
indiana,democrat
iowa,other\no preference\dk\refused
oregon,democrat
california,independent
california,republican
georgia,independent
georgia,independent
connecticut,independent
new jersey,democrat
florida,democrat
florida,democrat
florida,independent
nevada,republican
minnesota,independent
iowa,independent
texas,independent
nebraska,independent
kentucky,republican
louisiana,democrat
massachusetts,independent
mississippi,democrat
oregon,democrat
california,independent
ohio,republican
kentucky,republican
texas,independent
california,independent
michigan,democrat
texas,democrat
idaho,independent
california,republican
new jersey,republican
north carolina,republican
florida,republican
north carolina,democrat
new jersey,independent
georgia,independent
virginia,independent
indiana,republican
georgia,democrat
indiana,republican
georgia,republican
new york,independent
ohio,democrat
pennsylvania,republican
maryland,democrat
connecticut,democrat
pennsylvania,independent
florida,independent
connecticut,other\no preference\dk\refused
pennsylvania,republican
new york,democrat
pennsylvania,democrat
north carolina,independent
virginia,independent
maryland,democrat
massachusetts,democrat
ohio,democrat
new jersey,republican
florida,independent
ohio,democrat
ohio,democrat
massachusetts,independent
rhode island,independent
indiana,republican
michigan,republican
michigan,republican
massachusetts,republican
pennsylvania,independent
ohio,other\no preference\dk\refused
ohio,democrat
kentucky,republican
kentucky,democrat
connecticut,independent
tennessee,republican
indiana,independent
florida,republican
new york,other\no preference\dk\refused
new york,independent
pennsylvania,republican
massachusetts,democrat
georgia,independent
indiana,independent
south carolina,republican
florida,democrat
pennsylvania,other\no preference\dk\refused
georgia,other\no preference\dk\refused
ohio,republican
north carolina,democrat
pennsylvania,republican
pennsylvania,republican
rhode island,independent
north carolina,republican
virginia,independent
indiana,independent
new york,independent
maryland,democrat
north carolina,republican
rhode island,independent
maryland,independent
virginia,republican
pennsylvania,republican
texas,democrat
texas,independent
minnesota,republican
wisconsin,democrat
illinois,other\no preference\dk\refused
louisiana,republican
wisconsin,democrat
north dakota,independent
ohio,republican
tennessee,democrat
texas,independent
iowa,independent
illinois,independent
wisconsin,democrat
missouri,independent
illinois,democrat
florida,republican
wisconsin,democrat
texas,independent
arkansas,democrat
wisconsin,independent
illinois,republican
minnesota,republican
illinois,republican
wisconsin,independent
illinois,independent
illinois,democrat
illinois,independent
arkansas,republican
alabama,democrat
louisiana,democrat
iowa,republican
illinois,independent
nebraska,republican
missouri,independent
kansas,independent
south dakota,democrat
alabama,republican
louisiana,independent
minnesota,independent
north dakota,independent
minnesota,democrat
wisconsin,independent
kansas,democrat
mississippi,democrat
kansas,republican
minnesota,democrat
illinois,independent
nebraska,democrat
louisiana,democrat
texas,democrat
louisiana,republican
arkansas,republican
missouri,independent
florida,republican
texas,democrat
wisconsin,republican
texas,republican
north dakota,independent
colorado,democrat
utah,democrat
arizona,democrat
utah,independent
colorado,republican
oregon,independent
arizona,democrat
new mexico,independent
colorado,independent
montana,independent
california,independent
washington,democrat
california,democrat
california,democrat
california,republican
california,democrat
california,republican
california,republican
california,independent
california,republican
oregon,independent
washington,republican
california,democrat
california,democrat
california,democrat
california,independent
california,democrat
california,independent
california,independent
nevada,republican
california,republican
washington,democrat
california,democrat
washington,independent
california,democrat
california,other\no preference\dk\refused
california,independent
california,democrat
california,democrat
california,independent
washington,independent
georgia,republican
ohio,independent
new york,democrat
new york,other\no preference\dk\refused
pennsylvania,democrat
florida,republican
ohio,republican
alabama,independent
virginia,independent
michigan,independent
virginia,independent
georgia,independent
north carolina,independent
virginia,republican
new york,independent
michigan,democrat
georgia,democrat
pennsylvania,democrat
new york,democrat
florida,democrat
florida,independent
north carolina,republican
maryland,democrat
ohio,republican
massachusetts,republican
ohio,republican
florida,independent
connecticut,independent
utah,democrat
pennsylvania,independent
new york,republican
new york,independent
ohio,independent
florida,republican
massachusetts,democrat
new york,democrat
georgia,independent
ohio,republican
georgia,republican
georgia,independent
georgia,independent
pennsylvania,democrat
vermont,independent
tennessee,democrat
florida,independent
texas,independent
georgia,democrat
north dakota,democrat
illinois,independent
minnesota,independent
indiana,independent
north carolina,independent
arkansas,independent
illinois,democrat
illinois,independent
texas,democrat
indiana,democrat
oklahoma,independent
arkansas,independent
iowa,democrat
iowa,democrat
arkansas,independent
texas,republican
alabama,democrat
missouri,independent
florida,independent
missouri,independent
illinois,independent
alabama,democrat
florida,republican
new jersey,independent
indiana,independent
ohio,democrat
florida,republican
california,democrat
texas,republican
north carolina,republican
ohio,independent
iowa,republican
tennessee,independent
ohio,republican
michigan,republican
georgia,democrat
tennessee,democrat
vermont,independent
kentucky,democrat
ohio,democrat
pennsylvania,democrat
new york,democrat
florida,democrat
maryland,independent
michigan,other\no preference\dk\refused
maryland,independent
north carolina,republican
north carolina,republican
new jersey,democrat
florida,republican
new jersey,independent
virginia,independent
florida,democrat
massachusetts,independent
north carolina,independent
west virginia,democrat
georgia,republican
new york,democrat
new york,democrat
connecticut,independent
new jersey,democrat
georgia,other\no preference\dk\refused
massachusetts,independent
virginia,independent
south carolina,republican
new jersey,democrat
rhode island,independent
new york,republican
florida,republican
michigan,other\no preference\dk\refused
michigan,democrat
georgia,independent
washington,democrat
massachusetts,republican
new york,democrat
illinois,independent
illinois,democrat
minnesota,republican
missouri,republican
wisconsin,independent
minnesota,independent
missouri,other\no preference\dk\refused
oklahoma,democrat
alabama,democrat
indiana,republican
oklahoma,republican
oklahoma,republican
illinois,republican
missouri,independent
wisconsin,republican
texas,independent
minnesota,independent
missouri,republican
missouri,democrat
louisiana,democrat
missouri,independent
alabama,independent
indiana,independent
alabama,independent
texas,republican
illinois,republican
texas,independent
louisiana,independent
wisconsin,democrat
minnesota,independent
iowa,democrat
texas,independent
tennessee,independent
texas,democrat
washington,independent
wisconsin,independent
illinois,democrat
minnesota,other\no preference\dk\refused
texas,republican
north dakota,independent
minnesota,democrat
california,independent
texas,independent
california,democrat
washington,republican
oregon,republican
wisconsin,democrat
tennessee,other\no preference\dk\refused
iowa,independent
indiana,democrat
texas,independent
illinois,independent
alabama,independent
texas,democrat
new mexico,democrat
colorado,republican
arizona,democrat
oregon,democrat
colorado,republican
arizona,independent
oregon,democrat
new mexico,democrat
california,independent
colorado,independent
california,democrat
california,independent
nevada,other\no preference\dk\refused
washington,democrat
california,independent
california,other\no preference\dk\refused
california,republican
california,republican
california,democrat
washington,democrat
california,independent
oregon,democrat
california,other\no preference\dk\refused
california,democrat
oregon,independent
oregon,independent
nevada,democrat
nevada,democrat
california,republican
north carolina,independent
california,other\no preference\dk\refused
california,democrat
california,independent
rhode island,independent
ohio,republican
ohio,republican
georgia,republican
connecticut,independent
washington,republican
new york,democrat
indiana,democrat
ohio,independent
new mexico,independent
ohio,independent
connecticut,democrat
ohio,democrat
virginia,democrat
michigan,republican
virginia,republican
florida,democrat
maryland,other\no preference\dk\refused
rhode island,independent
florida,republican
new york,independent
massachusetts,independent
vermont,independent
maryland,independent
new jersey,independent
new jersey,other\no preference\dk\refused
georgia,republican
virginia,independent
ohio,democrat
delaware,democrat
indiana,independent
new jersey,independent
pennsylvania,democrat
delaware,independent
north carolina,independent
michigan,democrat
maryland,other\no preference\dk\refused
vermont,republican
pennsylvania,republican
massachusetts,independent
pennsylvania,republican
new hampshire,democrat
connecticut,independent
delaware,republican
new york,democrat
connecticut,other\no preference\dk\refused
new jersey,independent
vermont,independent
pennsylvania,independent
new mexico,independent
west virginia,independent
south carolina,democrat
florida,independent
new jersey,independent
new york,democrat
pennsylvania,republican
north carolina,democrat
new jersey,independent
north carolina,independent
georgia,other\no preference\dk\refused
indiana,democrat
west virginia,democrat
maryland,democrat
pennsylvania,democrat
michigan,independent
north carolina,other\no preference\dk\refused
new jersey,democrat
georgia,republican
kentucky,democrat
pennsylvania,republican
pennsylvania,democrat
colorado,republican
ohio,republican
colorado,republican
connecticut,democrat
arizona,independent
mississippi,democrat
missouri,republican
new jersey,independent
missouri,independent
indiana,independent
texas,independent
oklahoma,independent
alabama,republican
california,democrat
north carolina,republican
washington,republican
texas,democrat
louisiana,republican
indiana,independent
louisiana,republican
illinois,independent
wisconsin,independent
louisiana,democrat
illinois,independent
alabama,republican
texas,independent
texas,other\no preference\dk\refused
illinois,democrat
california,independent
pennsylvania,republican
maryland,democrat
georgia,other\no preference\dk\refused
ohio,democrat
ohio,independent
washington,republican
california,independent
florida,republican
florida,democrat
north carolina,independent
new york,independent
south carolina,republican
georgia,independent
florida,republican
pennsylvania,democrat
north carolina,other\no preference\dk\refused
pennsylvania,democrat
indiana,democrat
ohio,republican
florida,republican
ohio,democrat
michigan,other\no preference\dk\refused
north carolina,republican
new jersey,democrat
florida,republican
michigan,independent
michigan,democrat
new york,republican
new york,democrat
pennsylvania,independent
south carolina,democrat
new york,independent
tennessee,independent
minnesota,democrat
missouri,independent
pennsylvania,republican
south carolina,republican
new york,democrat
minnesota,other\no preference\dk\refused
iowa,independent
minnesota,republican
minnesota,democrat
texas,democrat
texas,other\no preference\dk\refused
alabama,republican
iowa,democrat
alabama,democrat
arkansas,republican
texas,republican
iowa,democrat
illinois,independent
texas,independent
missouri,democrat
texas,democrat
mississippi,republican
pennsylvania,independent
kansas,independent
missouri,democrat
ohio,independent
illinois,other\no preference\dk\refused
michigan,democrat
michigan,democrat
ohio,independent
florida,republican
tennessee,independent
new york,democrat
connecticut,democrat
indiana,republican
massachusetts,republican
north carolina,independent
pennsylvania,democrat
connecticut,democrat
north carolina,democrat
virginia,independent
minnesota,democrat
georgia,republican
kansas,republican
texas,independent
missouri,independent
california,independent
pennsylvania,republican
california,republican
ohio,independent
florida,republican
florida,democrat
arizona,republican
south dakota,independent
utah,independent
arizona,independent
colorado,independent
ohio,independent
new jersey,democrat
ohio,democrat
new york,independent
connecticut,other\no preference\dk\refused
ohio,independent
florida,republican
delaware,democrat
massachusetts,independent
florida,republican
pennsylvania,independent
north carolina,republican
south carolina,republican
south carolina,independent
new york,independent
maryland,democrat
pennsylvania,independent
georgia,democrat
south carolina,democrat
north carolina,republican
florida,republican
louisiana,republican
illinois,independent
louisiana,other\no preference\dk\refused
oklahoma,republican
colorado,republican
new mexico,democrat
kansas,republican
arizona,independent
colorado,republican
minnesota,other\no preference\dk\refused
oklahoma,republican
illinois,democrat
alabama,republican
illinois,democrat
texas,republican
illinois,independent
louisiana,independent
california,independent
washington,independent
california,independent
california,republican
oregon,democrat
california,independent
california,independent
california,democrat
illinois,democrat
oregon,democrat
illinois,independent
california,democrat
minnesota,democrat
louisiana,other\no preference\dk\refused
missouri,republican
texas,other\no preference\dk\refused
texas,democrat
louisiana,independent
california,democrat
alabama,republican
nebraska,other\no preference\dk\refused
missouri,republican
nebraska,republican
california,republican
california,other\no preference\dk\refused
california,democrat
california,republican
nevada,democrat
colorado,independent
california,democrat
colorado,republican
california,democrat
california,democrat
washington,republican
california,independent
california,independent
oregon,independent
pennsylvania,democrat
oklahoma,republican
wisconsin,independent
illinois,independent
wisconsin,republican
texas,independent
florida,republican
michigan,democrat
ohio,republican
tennessee,democrat
oklahoma,republican
california,democrat
pennsylvania,independent
california,independent
pennsylvania,democrat
oregon,independent
massachusetts,democrat
texas,democrat
indiana,republican
maryland,other\no preference\dk\refused
indiana,democrat
virginia,republican
minnesota,independent
florida,republican
alabama,independent
minnesota,other\no preference\dk\refused
georgia,independent
wisconsin,independent
missouri,independent
illinois,independent
california,independent
california,democrat
louisiana,democrat
tennessee,republican
massachusetts,independent
missouri,republican
south carolina,republican
new york,republican
minnesota,republican
texas,independent
illinois,democrat
virginia,republican
texas,democrat
georgia,independent
indiana,independent
kansas,republican
pennsylvania,republican
pennsylvania,democrat
florida,democrat
vermont,independent
pennsylvania,republican
indiana,democrat
new jersey,democrat
ohio,independent
georgia,independent
ohio,independent
florida,republican
pennsylvania,republican
california,democrat
idaho,democrat
utah,independent
new york,democrat
idaho,republican
wisconsin,independent
georgia,republican
colorado,democrat
new york,republican
georgia,independent
alabama,republican
new york,independent
ohio,democrat
florida,independent
florida,democrat
ohio,independent
new hampshire,independent
south carolina,independent
indiana,independent
florida,independent
kentucky,republican
new york,other\no preference\dk\refused
kentucky,independent
indiana,independent
kentucky,republican
michigan,independent
indiana,independent
new hampshire,republican
pennsylvania,republican
georgia,republican
virginia,democrat
michigan,independent
new jersey,other\no preference\dk\refused
south carolina,independent
pennsylvania,republican
virginia,republican
virginia,democrat
florida,democrat
north carolina,democrat
wisconsin,democrat
michigan,republican
illinois,republican
louisiana,democrat
new york,independent
new jersey,republican
texas,republican
florida,republican
georgia,democrat
connecticut,republican
indiana,independent
maryland,democrat
vermont,independent
pennsylvania,republican
michigan,democrat
nebraska,republican
minnesota,democrat
texas,independent
tennessee,republican
iowa,republican
louisiana,republican
alabama,independent
illinois,democrat
missouri,democrat
minnesota,democrat
wisconsin,republican
maryland,democrat
mississippi,democrat
kentucky,republican
mississippi,republican
utah,republican
kansas,democrat
connecticut,democrat
texas,republican
illinois,independent
north carolina,republican
florida,independent
new york,independent
new york,democrat
new york,independent
virginia,democrat
new jersey,democrat
michigan,democrat
pennsylvania,republican
maryland,independent
new jersey,democrat
michigan,independent
florida,democrat
new york,democrat
maryland,independent
florida,republican
michigan,republican
florida,democrat
pennsylvania,republican
arizona,democrat
massachusetts,republican
new jersey,democrat
new york,democrat
michigan,democrat
pennsylvania,other\no preference\dk\refused
michigan,republican
kentucky,independent
florida,republican
indiana,democrat
north carolina,republican
south carolina,republican
pennsylvania,independent
north carolina,republican
michigan,republican
florida,independent
new york,independent
virginia,democrat
connecticut,republican
georgia,democrat
south carolina,republican
california,independent
wisconsin,democrat
kentucky,republican
alabama,independent
wisconsin,independent
north carolina,republican
oregon,republican
california,republican
california,democrat
california,independent
arkansas,republican
missouri,democrat
nebraska,republican
iowa,republican
illinois,republican
minnesota,independent
alabama,republican
colorado,republican
utah,republican
utah,republican
california,democrat
california,republican
california,democrat
california,democrat
minnesota,democrat
oklahoma,republican
louisiana,republican
texas,democrat
wisconsin,republican
minnesota,republican
missouri,democrat
north dakota,independent
illinois,republican
alabama,republican
oregon,democrat
california,independent
california,independent
california,other\no preference\dk\refused
california,republican
california,republican
california,republican
california,democrat
georgia,other\no preference\dk\refused
massachusetts,democrat
michigan,democrat
rhode island,independent
north carolina,other\no preference\dk\refused
ohio,republican
delaware,independent
maryland,democrat
delaware,independent
georgia,independent
new york,independent
massachusetts,republican
new york,democrat
ohio,independent
south carolina,democrat
new hampshire,democrat
north carolina,independent
new york,independent
massachusetts,republican
new york,democrat
pennsylvania,independent
florida,republican
new hampshire,independent
new york,independent
florida,other\no preference\dk\refused
pennsylvania,republican
connecticut,democrat
georgia,democrat
pennsylvania,democrat
indiana,republican
pennsylvania,democrat
michigan,democrat
connecticut,democrat
north carolina,independent
massachusetts,independent
maryland,democrat
michigan,republican
florida,republican
florida,independent
ohio,republican
ohio,democrat
georgia,democrat
florida,democrat
south carolina,democrat
virginia,independent
ohio,democrat
south carolina,democrat
ohio,republican
alabama,democrat
tennessee,democrat
illinois,other\no preference\dk\refused
minnesota,democrat
arkansas,democrat
south carolina,independent
florida,democrat
iowa,independent
florida,democrat
ohio,democrat
florida,democrat
west virginia,democrat
new york,independent
florida,democrat
illinois,democrat
tennessee,republican
florida,republican
pennsylvania,independent
indiana,other\no preference\dk\refused
tennessee,independent
maryland,republican
michigan,republican
indiana,republican
massachusetts,democrat
florida,republican
south carolina,independent
ohio,independent
ohio,independent
florida,independent
west virginia,democrat
florida,republican
pennsylvania,republican
nevada,other\no preference\dk\refused
wisconsin,republican
wisconsin,independent
missouri,democrat
missouri,republican
florida,republican
north carolina,democrat
texas,republican
minnesota,other\no preference\dk\refused
minnesota,republican
arkansas,republican
alabama,independent
illinois,democrat
texas,independent
alabama,republican
illinois,independent
alabama,republican
florida,republican
wisconsin,other\no preference\dk\refused
texas,republican
indiana,republican
california,democrat
tennessee,democrat
maryland,independent
georgia,democrat
new jersey,republican
ohio,republican
ohio,republican
connecticut,republican
indiana,democrat
nebraska,republican
alabama,democrat
california,other\no preference\dk\refused
california,republican
arizona,democrat
washington,independent
california,democrat
california,democrat
california,democrat
california,independent
mississippi,independent
mississippi,democrat
louisiana,republican
california,independent
washington,democrat
california,democrat
maine,independent
ohio,republican
north carolina,republican
indiana,republican
florida,republican
california,republican
california,republican
california,republican
oregon,independent
illinois,republican
florida,democrat
minnesota,republican
missouri,other\no preference\dk\refused
arizona,republican
california,democrat
arizona,independent
massachusetts,republican
arizona,independent
new york,democrat
minnesota,democrat
alabama,democrat
colorado,democrat
maryland,democrat
massachusetts,independent
louisiana,independent
california,democrat
california,independent
california,republican
california,republican
illinois,democrat
texas,democrat
minnesota,republican
california,republican
pennsylvania,republican
california,democrat
washington,republican
california,republican
california,democrat
indiana,democrat
oklahoma,independent
tennessee,republican
illinois,independent
connecticut,democrat
georgia,democrat
california,republican
delaware,republican
washington,democrat
new york,republican
north carolina,republican
georgia,democrat
massachusetts,democrat
utah,democrat
wisconsin,independent
texas,democrat
new mexico,independent
michigan,independent
north dakota,independent
florida,republican
illinois,republican
kansas,republican
pennsylvania,republican
new york,independent
michigan,republican
pennsylvania,democrat
new york,republican
north carolina,republican
pennsylvania,independent
florida,independent
new york,democrat
massachusetts,independent
ohio,independent
virginia,republican
north carolina,independent
louisiana,republican
oklahoma,other\no preference\dk\refused
illinois,independent
wisconsin,independent
iowa,republican
wisconsin,independent
texas,independent
tennessee,independent
connecticut,independent
kentucky,republican
michigan,democrat
south carolina,independent
north carolina,democrat
new york,independent
north carolina,republican
pennsylvania,independent
rhode island,other\no preference\dk\refused
ohio,independent
massachusetts,republican
florida,democrat
delaware,independent
vermont,republican
florida,independent
florida,independent
new york,democrat
maryland,republican
new york,democrat
tennessee,democrat
massachusetts,democrat
new york,independent
colorado,democrat
oregon,republican
california,democrat
florida,republican
new jersey,republican
florida,independent
georgia,other\no preference\dk\refused
delaware,democrat
pennsylvania,democrat
wisconsin,independent
alabama,democrat
texas,republican
california,republican
california,republican
arizona,republican
wisconsin,democrat
california,republican
california,democrat
wisconsin,republican
new york,democrat
new york,democrat
illinois,democrat
kentucky,republican
pennsylvania,independent
new york,independent
west virginia,republican
kentucky,democrat
florida,democrat
mississippi,republican
washington,republican
washington,independent
florida,republican
texas,republican
new jersey,democrat
west virginia,republican
california,democrat
missouri,independent
pennsylvania,independent
florida,independent
ohio,republican
florida,independent
pennsylvania,democrat
new jersey,democrat
virginia,independent
maine,democrat
kentucky,republican
florida,independent
oklahoma,democrat
texas,republican
illinois,democrat
alabama,independent
missouri,independent
mississippi,republican
wisconsin,other\no preference\dk\refused
texas,republican
mississippi,republican
alabama,republican
texas,republican
mississippi,republican
new mexico,republican
utah,democrat
california,republican
california,democrat
california,republican
colorado,independent
utah,independent
tennessee,republican
alabama,democrat
missouri,democrat
alabama,republican
nebraska,independent
missouri,republican
utah,republican
california,republican
arizona,independent
utah,republican
new mexico,independent
california,democrat
california,republican
texas,independent
california,independent
new york,republican
michigan,independent
new york,independent
massachusetts,republican
ohio,democrat
virginia,democrat
new york,democrat
new jersey,independent
texas,democrat
minnesota,democrat
illinois,independent
ohio,independent
south carolina,independent
georgia,independent
pennsylvania,other\no preference\dk\refused
ohio,democrat
tennessee,independent
texas,independent
texas,democrat
texas,democrat
louisiana,democrat
missouri,republican
missouri,democrat
missouri,democrat
new jersey,independent
tennessee,independent
illinois,democrat
colorado,independent
california,democrat
massachusetts,independent
new york,republican
pennsylvania,independent
georgia,democrat
massachusetts,independent
ohio,republican
virginia,republican
oregon,independent
california,republican
tennessee,republican
louisiana,democrat
minnesota,independent
tennessee,democrat
colorado,independent
california,republican
california,democrat
utah,independent
california,independent
nevada,independent
maryland,independent
florida,democrat
ohio,independent
pennsylvania,democrat
new hampshire,independent
massachusetts,republican
new york,other\no preference\dk\refused
tennessee,democrat
new jersey,democrat
ohio,republican
pennsylvania,independent
tennessee,republican
utah,democrat
ohio,independent
south carolina,other\no preference\dk\refused
new york,democrat
kentucky,republican
florida,democrat
virginia,democrat
georgia,democrat
georgia,republican
michigan,democrat
florida,democrat
georgia,independent
georgia,republican
pennsylvania,democrat
north carolina,republican
new jersey,republican
texas,democrat
oklahoma,democrat
oklahoma,democrat
arkansas,independent
kansas,republican
wisconsin,democrat
texas,democrat
louisiana,democrat
louisiana,democrat
iowa,independent
missouri,other\no preference\dk\refused
louisiana,independent
alabama,republican
texas,republican
nebraska,republican
illinois,independent
nebraska,republican
utah,independent
california,independent
washington,republican
california,independent
colorado,democrat
arizona,independent
minnesota,independent
iowa,republican
new york,democrat
south carolina,republican
georgia,republican
north carolina,independent
texas,independent
georgia,other\no preference\dk\refused
alabama,republican
missouri,republican
pennsylvania,democrat
west virginia,independent
florida,republican
oregon,republican
florida,republican
missouri,republican
mississippi,independent
pennsylvania,republican
texas,republican
michigan,republican
new jersey,independent
michigan,independent
north carolina,republican
florida,republican
south carolina,republican
illinois,independent
florida,independent
north dakota,independent
florida,other\no preference\dk\refused
minnesota,independent
new york,democrat
ohio,democrat
kentucky,republican
florida,republican
massachusetts,democrat
new york,independent
pennsylvania,democrat
new york,democrat
new hampshire,independent
kentucky,democrat
new york,democrat
florida,republican
connecticut,independent
new york,republican
connecticut,independent
georgia,republican
ohio,democrat
pennsylvania,republican
missouri,independent
wisconsin,independent
iowa,republican
louisiana,independent
tennessee,independent
california,independent
pennsylvania,democrat
maryland,independent
florida,republican
maryland,independent
rhode island,republican
new york,republican
south carolina,independent
georgia,democrat
north carolina,democrat
north carolina,independent
missouri,republican
kansas,democrat
texas,republican
oregon,democrat
utah,republican
colorado,republican
arizona,democrat
california,independent
utah,independent
california,republican
washington,democrat
texas,republican
missouri,republican
mississippi,other\no preference\dk\refused
florida,republican
missouri,independent
illinois,democrat
minnesota,independent
idaho,independent
washington,republican
oregon,democrat
massachusetts,independent
ohio,independent
georgia,democrat
florida,republican
new york,republican
florida,independent
ohio,independent
florida,republican
louisiana,democrat
tennessee,republican
connecticut,democrat
north carolina,democrat
mississippi,republican
illinois,independent
alabama,republican
texas,republican
illinois,democrat
texas,democrat
texas,independent
louisiana,democrat
new jersey,republican
kentucky,democrat
north carolina,democrat
new jersey,republican
massachusetts,democrat
new york,democrat
georgia,democrat
pennsylvania,republican
virginia,independent
massachusetts,independent
alabama,independent
south carolina,democrat
maryland,democrat
california,independent
california,democrat
oregon,democrat
wisconsin,independent
michigan,republican
new jersey,independent
pennsylvania,independent
new york,other\no preference\dk\refused
north carolina,republican
arizona,democrat
texas,republican
texas,republican
tennessee,independent
pennsylvania,democrat
ohio,democrat
georgia,democrat
connecticut,other\no preference\dk\refused
south carolina,republican
new york,republican
georgia,republican
virginia,democrat
kansas,independent
georgia,independent
maryland,democrat
michigan,republican
california,democrat
michigan,democrat
florida,republican
georgia,republican
colorado,republican
utah,democrat
kansas,independent
alabama,republican
kansas,independent
new mexico,democrat
texas,independent
oregon,republican
arizona,independent
south carolina,independent
maryland,independent
ohio,independent
new jersey,independent
ohio,democrat
michigan,independent
ohio,democrat
new jersey,democrat
kentucky,independent
ohio,independent
connecticut,democrat
michigan,democrat
ohio,democrat
georgia,independent
new jersey,democrat
pennsylvania,independent
massachusetts,independent
new hampshire,democrat
utah,independent
iowa,republican
louisiana,democrat
wisconsin,democrat
wisconsin,independent
washington,independent
washington,democrat
california,republican
montana,independent
new jersey,independent
new york,democrat
pennsylvania,democrat
michigan,independent
florida,democrat
louisiana,republican
texas,republican
iowa,independent
tennessee,democrat
north carolina,independent
new hampshire,republican
ohio,independent
kansas,republican
louisiana,republican
washington,independent
california,democrat
kentucky,democrat
north carolina,independent
kansas,republican
california,republican
new hampshire,independent
florida,democrat
new hampshire,republican
kentucky,democrat
new york,democrat
texas,independent
texas,democrat
nevada,independent
california,independent
new york,democrat
texas,independent
ohio,other\no preference\dk\refused
texas,republican
north carolina,democrat
nevada,democrat
oregon,democrat
california,democrat
kentucky,democrat
michigan,independent
connecticut,independent
missouri,independent
missouri,independent
nebraska,republican
wisconsin,democrat
california,independent
california,democrat
washington,independent
california,independent
arizona,independent
washington,independent
georgia,republican
georgia,independent
texas,democrat
indiana,democrat
indiana,independent
georgia,independent
indiana,republican
wisconsin,independent
ohio,republican
michigan,democrat
mississippi,republican
texas,independent
texas,democrat
massachusetts,democrat
pennsylvania,independent
new jersey,independent
virginia,republican
pennsylvania,democrat
new york,independent
new york,republican
minnesota,democrat
pennsylvania,republican
florida,independent
new york,democrat
kentucky,other\no preference\dk\refused
tennessee,republican
wisconsin,democrat
texas,republican
kansas,independent
alabama,republican
missouri,republican
pennsylvania,independent
ohio,democrat
mississippi,democrat
connecticut,democrat
virginia,republican
georgia,democrat
rhode island,independent
georgia,republican
virginia,republican
minnesota,independent
massachusetts,independent
minnesota,republican
texas,republican
florida,republican
indiana,independent
texas,independent
arkansas,independent
massachusetts,democrat
missouri,independent
louisiana,democrat
north carolina,democrat
south dakota,democrat
michigan,democrat
illinois,independent
wisconsin,democrat
illinois,republican
alabama,independent
texas,independent
illinois,independent
illinois,independent
louisiana,republican
illinois,independent
oklahoma,republican
missouri,republican
alabama,independent
illinois,republican
mississippi,republican
texas,democrat
texas,republican
north dakota,democrat
texas,republican
wisconsin,other\no preference\dk\refused
arkansas,democrat
texas,independent
iowa,independent
utah,republican
oregon,independent
colorado,independent
washington,independent
montana,republican
california,independent
california,republican
south dakota,republican
colorado,democrat
california,republican
washington,republican
new mexico,democrat
washington,independent
california,democrat
oregon,independent
nevada,independent
california,democrat
oregon,independent
nevada,independent
washington,independent
california,other\no preference\dk\refused
california,republican
oregon,republican
oregon,democrat
rhode island,republican
new jersey,republican
north carolina,independent
north carolina,republican
florida,republican
ohio,independent
new jersey,democrat
florida,republican
maine,democrat
indiana,democrat
new york,republican
north carolina,republican
indiana,democrat
pennsylvania,democrat
connecticut,democrat
pennsylvania,democrat
massachusetts,democrat
indiana,democrat
new york,democrat
virginia,democrat
rhode island,republican
indiana,independent
new jersey,democrat
georgia,other\no preference\dk\refused
new york,democrat
tennessee,independent
ohio,independent
florida,republican
florida,democrat
tennessee,independent
vermont,independent
rhode island,democrat
florida,republican
new york,independent
connecticut,independent
massachusetts,independent
maryland,democrat
maryland,republican
new york,republican
ohio,democrat
connecticut,independent
massachusetts,democrat
rhode island,democrat
tennessee,republican
rhode island,republican
florida,independent
connecticut,democrat
connecticut,republican
new jersey,other\no preference\dk\refused
new york,independent
rhode island,independent
maryland,democrat
virginia,democrat
georgia,republican
new jersey,independent
pennsylvania,independent
florida,independent
michigan,independent
florida,independent
pennsylvania,democrat
florida,republican
new york,republican
new york,democrat
tennessee,independent
kentucky,independent
florida,democrat
maryland,democrat
ohio,republican
ohio,independent
south carolina,independent
new jersey,independent
ohio,democrat
new york,republican
new jersey,republican
north carolina,democrat
vermont,democrat
georgia,democrat
north carolina,democrat
new york,independent
indiana,independent
west virginia,democrat
michigan,independent
kentucky,republican
michigan,republican
michigan,democrat
ohio,independent
indiana,democrat
connecticut,independent
delaware,democrat
michigan,independent
new york,democrat
georgia,independent
south carolina,republican
virginia,independent
pennsylvania,democrat
new york,democrat
ohio,republican
ohio,republican
new jersey,independent
indiana,other\no preference\dk\refused
pennsylvania,democrat
georgia,republican
maryland,democrat
south carolina,democrat
new jersey,other\no preference\dk\refused
indiana,republican
new york,independent
north carolina,republican
pennsylvania,democrat
pennsylvania,republican
new york,democrat
pennsylvania,republican
georgia,republican
indiana,republican
michigan,republican
pennsylvania,republican
ohio,democrat
ohio,democrat
ohio,republican
west virginia,democrat
maryland,independent
massachusetts,independent
new jersey,independent
new york,independent
ohio,republican
michigan,republican
new hampshire,independent
ohio,republican
pennsylvania,republican
georgia,republican
north carolina,independent
florida,independent
washington dc,democrat
virginia,independent
michigan,independent
